vendor_id,vendor_name,business_category,city,user_id,service_id,service_name,customer_segment,price,competitor_price,discount,action,booking,completion,revenue,timestamp,hour,weekday,session_duration,views_count,clicks_count,bookings_count,completions_count,rating,weather,festival_flag,popularity_score,conversion_rate,demand_score,recommendation_score,peak_time_flag
1,UrbanCare Services,Service,Bhopal,15,7889,Home Cleaning,student,2743.14,2561.67,0.04,book_service,1,0,0.0,2025-07-10 18:00:00,18,3,185,24,14,8,6,4.23,hot,0,0.533,0.24,0.416,0.497,1
1,UrbanCare Services,Service,Bhopal,309,23373,Mobile Repair,family,877.75,952.58,0.23,click,0,0,0.0,2025-04-19 12:54:00,12,5,578,2,1,0,1,3.86,rainy,0,0.04,0.333,0.157,0.171,0
1,UrbanCare Services,Service,Bhopal,1494,23373,Mobile Repair,working_professional,1229.79,1317.48,0.19,complete_service,0,1,1229.79,2025-01-30 01:12:00,1,3,386,7,3,0,1,4.3,hot,1,0.127,0.125,0.126,0.105,0
1,UrbanCare Services,Service,Bhopal,970,19223,Laptop Repair,working_professional,2538.85,2443.07,0.06,view,0,0,0.0,2025-05-09 22:12:00,22,4,442,1,0,1,1,3.56,rainy,1,0.023,0.5,0.214,0.222,0
1,UrbanCare Services,Service,Bhopal,2873,70332,Hair Coloring,working_professional,2097.18,1794.78,0.15,view,0,0,0.0,2025-01-29 04:45:00,4,2,899,16,7,3,3,3.84,cloudy,1,0.313,0.176,0.258,0.273,0
1,UrbanCare Services,Service,Bhopal,914,27167,Haircut,family,688.23,751.43,0.12,click,0,0,0.0,2025-10-18 03:41:00,3,5,356,9,1,1,1,4.91,hot,1,0.14,0.1,0.124,0.106,0
1,UrbanCare Services,Service,Bhopal,114,70332,Hair Coloring,family,1154.99,1027.61,0.28,book_service,1,0,0.0,2025-07-10 05:03:00,5,3,202,19,8,0,0,4.82,hot,1,0.333,0.0,0.2,0.181,0
1,UrbanCare Services,Service,Bhopal,2985,25426,Nail Treatment,student,2047.96,2326.54,0.17,view,0,0,0.0,2025-03-26 05:03:00,5,2,414,29,18,6,2,4.29,sunny,1,0.613,0.067,0.395,0.354,0
1,UrbanCare Services,Service,Bhopal,2130,23373,Mobile Repair,family,460.69,536.25,0.27,book_service,1,0,0.0,2025-05-24 11:26:00,11,5,392,14,1,1,1,4.45,sunny,1,0.207,0.067,0.151,0.141,0
1,UrbanCare Services,Service,Bhopal,2732,44354,AC Repair,senior,1177.79,1300.38,0.27,view,0,0,0.0,2025-08-04 06:56:00,6,0,587,5,1,1,1,4.83,rainy,1,0.087,0.167,0.119,0.132,0
1,UrbanCare Services,Service,Bhopal,2245,19223,Laptop Repair,senior,1997.69,1756.87,0.05,view,0,0,0.0,2025-07-28 22:10:00,22,0,235,14,12,9,9,4.85,cloudy,1,0.397,0.6,0.478,0.498,0
1,UrbanCare Services,Service,Bhopal,1812,94477,Massage Therapy,family,225.75,199.91,0.2,view,0,0,0.0,2025-12-11 13:31:00,13,3,832,29,25,23,5,3.51,sunny,1,0.807,0.167,0.551,0.476,0
1,UrbanCare Services,Service,Bhopal,383,19223,Laptop Repair,working_professional,1736.45,1896.49,0.2,complete_service,0,1,1736.45,2025-06-21 00:37:00,0,5,708,10,3,1,0,3.84,sunny,0,0.17,0.0,0.102,0.111,0
1,UrbanCare Services,Service,Bhopal,1947,6391,Car Wash,senior,864.3,833.09,0.22,book_service,1,0,0.0,2025-02-23 00:45:00,0,6,486,14,14,10,9,4.47,rainy,1,0.423,0.6,0.494,0.563,0
1,UrbanCare Services,Service,Bhopal,1637,19993,Facial Treatment,senior,2041.32,2141.16,0.03,view,0,0,0.0,2025-01-05 00:54:00,0,6,788,28,24,3,3,4.05,rainy,0,0.643,0.103,0.427,0.387,0
1,UrbanCare Services,Service,Bhopal,206,50136,Electric Repair,senior,883.17,1051.46,0.12,view,0,0,0.0,2025-03-30 08:53:00,8,6,487,5,3,2,1,4.84,hot,1,0.113,0.167,0.135,0.142,0
1,UrbanCare Services,Service,Bhopal,652,47323,Makeup Service,family,2425.47,2488.35,0.17,book_service,1,0,0.0,2025-11-24 17:32:00,17,0,285,25,7,4,4,4.24,cold,0,0.443,0.154,0.327,0.287,1
1,UrbanCare Services,Service,Bhopal,1802,70332,Hair Coloring,working_professional,2222.87,2107.88,0.01,click,0,0,0.0,2025-06-20 18:04:00,18,4,298,11,5,4,0,4.47,rainy,0,0.223,0.0,0.134,0.117,1
1,UrbanCare Services,Service,Bhopal,1569,47323,Makeup Service,student,2833.28,3354.25,0.27,view,0,0,0.0,2025-06-05 19:05:00,19,3,85,14,6,2,2,4.06,cold,1,0.267,0.133,0.213,0.172,1
1,UrbanCare Services,Service,Bhopal,848,19223,Laptop Repair,family,2799.29,2798.91,0.29,view,0,0,0.0,2025-01-15 05:20:00,5,2,897,29,24,18,12,4.95,cold,0,0.787,0.4,0.632,0.721,0
1,UrbanCare Services,Service,Bhopal,1224,25426,Nail Treatment,family,1024.46,1008.87,0.26,view,0,0,0.0,2025-11-02 02:55:00,2,6,571,24,23,17,7,3.98,cold,0,0.687,0.28,0.524,0.455,0
1,UrbanCare Services,Service,Bhopal,1786,11412,Plumbing Service,student,1759.04,2071.54,0.21,view,0,0,0.0,2025-09-02 18:17:00,18,1,704,22,12,11,2,4.36,cold,0,0.493,0.087,0.331,0.278,1
1,UrbanCare Services,Service,Bhopal,1614,6391,Car Wash,family,1922.02,2299.73,0.04,click,0,0,0.0,2025-01-20 17:38:00,17,0,105,21,13,2,1,4.28,rainy,0,0.427,0.045,0.274,0.315,1
1,UrbanCare Services,Service,Bhopal,1553,7889,Home Cleaning,senior,2274.15,2487.82,0.21,view,0,0,0.0,2025-08-27 00:02:00,0,2,365,25,12,4,3,4.04,cloudy,0,0.49,0.115,0.34,0.312,0
1,UrbanCare Services,Service,Bhopal,80,47323,Makeup Service,working_professional,2466.21,2795.55,0.26,click,0,0,0.0,2025-09-12 20:00:00,20,4,249,21,2,2,0,4.87,sunny,0,0.313,0.0,0.188,0.189,1
1,UrbanCare Services,Service,Bhopal,84,6391,Car Wash,working_professional,1604.25,1811.85,0.19,view,0,0,0.0,2025-04-02 21:52:00,21,2,504,22,3,1,1,4.55,cloudy,1,0.333,0.043,0.217,0.243,1
1,UrbanCare Services,Service,Bhopal,2482,6391,Car Wash,family,2692.01,2606.67,0.11,complete_service,0,1,2692.01,2025-03-25 09:36:00,9,1,816,27,5,2,0,3.64,hot,0,0.423,0.0,0.254,0.262,0
1,UrbanCare Services,Service,Bhopal,2359,94477,Massage Therapy,student,300.64,304.54,0.16,complete_service,0,1,300.64,2025-10-01 06:57:00,6,2,426,23,6,0,0,3.93,sunny,1,0.367,0.0,0.22,0.228,0
1,UrbanCare Services,Service,Bhopal,2319,25426,Nail Treatment,student,285.4,246.32,0.25,view,0,0,0.0,2025-11-08 22:26:00,22,5,697,12,1,1,0,4.04,cold,1,0.177,0.0,0.106,0.09,0
1,UrbanCare Services,Service,Bhopal,1776,7889,Home Cleaning,senior,1662.28,1860.92,0.06,click,0,0,0.0,2025-12-01 18:31:00,18,0,744,5,3,1,1,4.43,hot,1,0.107,0.167,0.131,0.109,1
1,UrbanCare Services,Service,Bhopal,1785,19223,Laptop Repair,senior,344.71,357.11,0.16,click,0,0,0.0,2025-07-15 10:33:00,10,1,350,28,7,1,1,4.46,cold,0,0.453,0.034,0.285,0.311,0
1,UrbanCare Services,Service,Bhopal,2335,6391,Car Wash,family,2932.39,3022.43,0.1,click,0,0,0.0,2025-09-02 22:57:00,22,1,49,16,10,2,1,4.69,rainy,1,0.33,0.059,0.222,0.202,0
1,UrbanCare Services,Service,Bhopal,1395,69897,Hair Spa,working_professional,1429.12,1254.0,0.01,book_service,1,0,0.0,2025-07-21 04:08:00,4,0,589,1,0,0,0,4.94,cold,1,0.013,0.0,0.008,0.009,0
1,UrbanCare Services,Service,Bhopal,2829,11412,Plumbing Service,working_professional,2148.73,2133.98,0.05,click,0,0,0.0,2025-12-24 09:43:00,9,2,478,26,0,0,1,3.73,rainy,1,0.35,0.037,0.225,0.203,0
1,UrbanCare Services,Service,Bhopal,1255,94477,Massage Therapy,family,1737.83,1911.8,0.2,click,0,0,0.0,2025-12-11 14:49:00,14,3,586,17,11,6,5,3.92,hot,1,0.393,0.278,0.347,0.41,0
1,UrbanCare Services,Service,Bhopal,2879,11412,Plumbing Service,working_professional,2266.11,2365.87,0.18,view,0,0,0.0,2025-07-03 01:35:00,1,3,256,4,1,1,0,4.13,hot,0,0.07,0.0,0.042,0.038,0
1,UrbanCare Services,Service,Bhopal,887,47323,Makeup Service,family,1196.72,1334.64,0.0,view,0,0,0.0,2025-07-26 01:45:00,1,5,122,27,6,2,0,3.67,cloudy,0,0.433,0.0,0.26,0.213,0
1,UrbanCare Services,Service,Bhopal,58,47323,Makeup Service,student,314.04,360.96,0.21,click,0,0,0.0,2025-07-19 17:56:00,17,5,66,2,2,1,0,4.21,cold,0,0.053,0.0,0.032,0.027,1
1,UrbanCare Services,Service,Bhopal,2352,69897,Hair Spa,senior,1576.52,1601.3,0.05,view,0,0,0.0,2025-11-17 17:45:00,17,0,368,6,0,1,1,4.15,sunny,0,0.09,0.143,0.111,0.106,1
1,UrbanCare Services,Service,Bhopal,2015,70332,Hair Coloring,senior,1924.38,2063.48,0.01,click,0,0,0.0,2025-02-09 00:53:00,0,6,175,5,4,2,0,4.06,rainy,0,0.12,0.0,0.072,0.076,0
1,UrbanCare Services,Service,Bhopal,2484,6391,Car Wash,family,1608.78,1849.73,0.2,book_service,1,0,0.0,2025-06-14 08:10:00,8,5,814,17,12,7,7,3.74,cloudy,1,0.417,0.389,0.406,0.336,0
1,UrbanCare Services,Service,Bhopal,2330,6391,Car Wash,working_professional,1998.77,1717.5,0.18,view,0,0,0.0,2025-03-14 06:13:00,6,4,801,7,3,2,2,4.91,sunny,0,0.143,0.25,0.186,0.192,0
1,UrbanCare Services,Service,Bhopal,712,50136,Electric Repair,family,1286.88,1383.59,0.14,view,0,0,0.0,2025-01-02 22:45:00,22,3,438,15,15,9,0,4.32,rainy,1,0.41,0.0,0.246,0.289,0
1,UrbanCare Services,Service,Bhopal,2880,19223,Laptop Repair,student,1281.09,1519.91,0.27,view,0,0,0.0,2025-06-19 23:22:00,23,3,290,26,25,20,18,3.79,rainy,1,0.79,0.667,0.741,0.613,0
1,UrbanCare Services,Service,Bhopal,2231,19993,Facial Treatment,senior,482.18,412.93,0.03,click,0,0,0.0,2025-07-13 10:15:00,10,6,866,5,0,0,0,4.52,cloudy,1,0.067,0.0,0.04,0.033,0
1,UrbanCare Services,Service,Bhopal,510,11412,Plumbing Service,senior,1093.13,1252.41,0.01,click,0,0,0.0,2025-10-21 02:20:00,2,1,298,17,17,15,14,4.72,sunny,0,0.543,0.778,0.637,0.581,0
1,UrbanCare Services,Service,Bhopal,1321,6391,Car Wash,working_professional,530.86,580.69,0.19,view,0,0,0.0,2025-03-08 12:03:00,12,5,254,22,18,18,0,4.82,cloudy,0,0.593,0.0,0.356,0.389,0
1,UrbanCare Services,Service,Bhopal,1928,50136,Electric Repair,family,2449.75,2324.11,0.05,click,0,0,0.0,2025-07-22 13:08:00,13,1,205,19,13,10,7,4.63,sunny,1,0.473,0.35,0.424,0.476,0
1,UrbanCare Services,Service,Bhopal,1673,7889,Home Cleaning,student,2973.41,2956.81,0.11,view,0,0,0.0,2025-03-18 04:00:00,4,1,898,6,2,1,1,4.66,cloudy,1,0.11,0.143,0.123,0.115,0
1,UrbanCare Services,Service,Bhopal,1863,70332,Hair Coloring,senior,2806.12,3228.29,0.13,view,0,0,0.0,2025-08-24 09:37:00,9,6,138,25,12,8,0,4.63,hot,1,0.507,0.0,0.304,0.335,0
1,UrbanCare Services,Service,Bhopal,223,19993,Facial Treatment,family,488.75,569.83,0.15,click,0,0,0.0,2025-12-29 23:47:00,23,0,660,15,1,0,1,4.74,hot,0,0.213,0.062,0.153,0.142,0
1,UrbanCare Services,Service,Bhopal,1795,23373,Mobile Repair,senior,2707.47,2670.16,0.0,click,0,0,0.0,2025-03-30 10:04:00,10,6,49,21,19,7,2,4.86,cloudy,0,0.523,0.091,0.35,0.293,0
1,UrbanCare Services,Service,Bhopal,382,19993,Facial Treatment,senior,1094.08,1293.77,0.29,complete_service,0,1,1094.08,2025-03-24 14:52:00,14,0,492,4,1,1,1,4.36,hot,1,0.073,0.2,0.124,0.131,0
1,UrbanCare Services,Service,Bhopal,1977,11412,Plumbing Service,family,1455.65,1386.69,0.1,view,0,0,0.0,2025-04-16 07:48:00,7,2,412,7,2,0,1,4.51,cold,1,0.117,0.125,0.12,0.132,0
1,UrbanCare Services,Service,Bhopal,11,69897,Hair Spa,senior,2416.42,2721.77,0.03,click,0,0,0.0,2025-12-23 13:05:00,13,1,172,15,15,11,5,4.24,hot,1,0.44,0.312,0.389,0.32,0
1,UrbanCare Services,Service,Bhopal,1319,19223,Laptop Repair,senior,1738.68,1746.57,0.27,view,0,0,0.0,2025-06-23 21:25:00,21,0,605,13,3,3,0,4.03,cloudy,1,0.223,0.0,0.134,0.113,1
1,UrbanCare Services,Service,Bhopal,1582,94477,Massage Therapy,senior,600.38,670.34,0.19,book_service,1,0,0.0,2025-04-21 18:13:00,18,0,527,2,0,1,0,3.65,cold,0,0.033,0.0,0.02,0.017,1
1,UrbanCare Services,Service,Bhopal,63,47323,Makeup Service,family,2162.71,1893.38,0.25,view,0,0,0.0,2025-04-23 09:39:00,9,2,96,16,8,5,4,4.56,cold,0,0.34,0.235,0.298,0.248,0
1,UrbanCare Services,Service,Bhopal,2763,19223,Laptop Repair,working_professional,437.55,523.01,0.11,click,0,0,0.0,2025-08-19 14:03:00,14,1,661,23,15,1,0,4.06,rainy,1,0.463,0.0,0.278,0.313,0
1,UrbanCare Services,Service,Bhopal,371,44354,AC Repair,student,2852.3,3408.78,0.23,complete_service,0,1,2852.3,2025-03-15 04:29:00,4,5,474,6,5,2,0,4.06,sunny,1,0.143,0.0,0.086,0.072,0
1,UrbanCare Services,Service,Bhopal,1202,7889,Home Cleaning,student,2376.01,2483.98,0.13,view,0,0,0.0,2025-04-17 00:00:00,0,3,270,17,13,9,2,4.86,rainy,0,0.423,0.111,0.298,0.252,0
1,UrbanCare Services,Service,Bhopal,2497,19223,Laptop Repair,senior,1579.35,1348.72,0.14,view,0,0,0.0,2025-06-25 08:48:00,8,2,529,30,18,4,1,3.58,cold,1,0.61,0.032,0.379,0.321,0
1,UrbanCare Services,Service,Bhopal,1046,94477,Massage Therapy,family,529.07,569.93,0.22,view,0,0,0.0,2025-12-05 18:53:00,18,4,314,22,17,5,0,4.38,cold,1,0.497,0.0,0.298,0.353,1
1,UrbanCare Services,Service,Bhopal,2618,44354,AC Repair,senior,1249.64,1187.16,0.26,click,0,0,0.0,2025-11-29 15:47:00,15,5,885,10,3,3,3,3.84,sunny,0,0.193,0.273,0.225,0.267,0
1,UrbanCare Services,Service,Bhopal,2343,7889,Home Cleaning,senior,234.03,278.37,0.01,click,0,0,0.0,2025-08-03 23:31:00,23,6,42,27,21,12,4,4.84,sunny,0,0.663,0.143,0.455,0.46,0
1,UrbanCare Services,Service,Bhopal,1173,25426,Nail Treatment,student,2980.3,2610.23,0.17,book_service,1,0,0.0,2025-09-14 13:15:00,13,6,244,21,6,4,2,4.95,rainy,0,0.373,0.091,0.26,0.262,0
1,UrbanCare Services,Service,Bhopal,1266,25426,Nail Treatment,working_professional,1962.32,2145.82,0.14,view,0,0,0.0,2025-09-23 16:24:00,16,1,769,5,0,1,1,4.44,cold,0,0.077,0.167,0.113,0.117,0
1,UrbanCare Services,Service,Bhopal,542,25426,Nail Treatment,family,2723.24,2358.07,0.08,click,0,0,0.0,2025-09-24 09:49:00,9,2,563,17,8,2,1,4.93,cold,1,0.323,0.056,0.216,0.25,0
1,UrbanCare Services,Service,Bhopal,472,11412,Plumbing Service,student,1475.84,1574.79,0.08,complete_service,0,1,1475.84,2025-04-13 11:54:00,11,6,792,8,6,6,6,3.78,hot,1,0.227,0.667,0.403,0.397,0
1,UrbanCare Services,Service,Bhopal,1617,27167,Haircut,family,1189.39,1253.95,0.02,view,0,0,0.0,2025-03-31 23:52:00,23,0,485,12,10,10,4,4.96,hot,1,0.34,0.308,0.327,0.391,0
1,UrbanCare Services,Service,Bhopal,444,94477,Massage Therapy,senior,2154.85,2235.95,0.09,view,0,0,0.0,2025-01-19 05:20:00,5,6,654,29,17,10,9,4.72,rainy,0,0.653,0.3,0.512,0.55,0
1,UrbanCare Services,Service,Bhopal,2872,69897,Hair Spa,working_professional,655.33,765.97,0.25,click,0,0,0.0,2025-03-26 23:03:00,23,2,163,2,0,1,1,4.92,sunny,0,0.037,0.333,0.155,0.169,0
1,UrbanCare Services,Service,Bhopal,2202,26024,Beard Trim,senior,1917.56,1910.63,0.28,view,0,0,0.0,2025-09-28 03:53:00,3,6,706,24,22,17,13,4.8,hot,0,0.697,0.52,0.626,0.512,0
1,UrbanCare Services,Service,Bhopal,2683,70332,Hair Coloring,working_professional,273.83,268.84,0.24,book_service,1,0,0.0,2025-10-25 04:20:00,4,5,306,2,2,1,0,4.98,cold,1,0.053,0.0,0.032,0.028,0
1,UrbanCare Services,Service,Bhopal,1486,70332,Hair Coloring,working_professional,1863.57,1832.47,0.29,complete_service,0,1,1863.57,2025-09-25 11:38:00,11,3,577,29,20,11,0,4.76,cold,1,0.66,0.0,0.396,0.45,0
1,UrbanCare Services,Service,Bhopal,501,19223,Laptop Repair,working_professional,1512.34,1505.06,0.08,book_service,1,0,0.0,2025-03-08 18:06:00,18,5,698,7,0,0,1,3.58,rainy,0,0.097,0.125,0.108,0.124,1
1,UrbanCare Services,Service,Bhopal,282,19223,Laptop Repair,family,2476.12,2971.1,0.3,book_service,1,0,0.0,2025-05-31 20:20:00,20,5,620,7,3,2,0,4.33,hot,0,0.137,0.0,0.082,0.091,1
1,UrbanCare Services,Service,Bhopal,593,26024,Beard Trim,family,2845.34,3264.68,0.07,click,0,0,0.0,2025-05-08 01:33:00,1,3,132,22,0,0,0,4.18,cloudy,0,0.293,0.0,0.176,0.15,0
1,UrbanCare Services,Service,Bhopal,65,26024,Beard Trim,family,2871.34,3049.83,0.07,view,0,0,0.0,2025-04-03 07:15:00,7,3,779,14,8,1,0,4.51,cold,1,0.273,0.0,0.164,0.172,0
1,UrbanCare Services,Service,Bhopal,2103,6391,Car Wash,student,1202.86,1070.24,0.2,view,0,0,0.0,2025-06-11 07:51:00,7,2,649,2,2,2,2,4.28,cloudy,1,0.067,0.667,0.307,0.34,0
1,UrbanCare Services,Service,Bhopal,250,11412,Plumbing Service,working_professional,1656.46,1902.05,0.17,book_service,1,0,0.0,2025-11-07 09:40:00,9,4,722,4,3,3,0,4.34,sunny,1,0.103,0.0,0.062,0.071,0
1,UrbanCare Services,Service,Bhopal,270,26024,Beard Trim,student,1329.75,1192.66,0.01,view,0,0,0.0,2025-08-25 19:01:00,19,0,410,20,16,9,7,4.63,hot,1,0.51,0.333,0.439,0.46,1
1,UrbanCare Services,Service,Bhopal,2875,70332,Hair Coloring,senior,2171.42,2007.56,0.04,book_service,1,0,0.0,2025-06-06 13:48:00,13,4,460,15,7,6,2,3.52,cold,1,0.317,0.125,0.24,0.226,0
1,UrbanCare Services,Service,Bhopal,2989,70332,Hair Coloring,student,1851.77,1828.23,0.13,view,0,0,0.0,2025-08-16 13:44:00,13,5,701,9,5,1,1,4.86,sunny,0,0.18,0.1,0.148,0.139,0
1,UrbanCare Services,Service,Bhopal,382,44354,AC Repair,family,1639.17,1842.88,0.12,view,0,0,0.0,2025-09-29 08:28:00,8,0,851,5,4,0,1,4.43,sunny,1,0.11,0.167,0.133,0.152,0
1,UrbanCare Services,Service,Bhopal,2726,25426,Nail Treatment,working_professional,2858.66,2577.01,0.28,view,0,0,0.0,2025-02-07 11:05:00,11,4,314,20,9,5,0,4.24,hot,0,0.39,0.0,0.234,0.211,0
1,UrbanCare Services,Service,Bhopal,2690,11412,Plumbing Service,senior,1485.58,1772.31,0.15,view,0,0,0.0,2025-03-20 19:15:00,19,3,378,28,17,11,1,3.99,cloudy,0,0.62,0.034,0.386,0.407,1
1,UrbanCare Services,Service,Bhopal,2298,25426,Nail Treatment,family,872.41,764.71,0.04,book_service,1,0,0.0,2025-01-20 02:49:00,2,0,643,30,21,8,0,3.69,rainy,1,0.663,0.0,0.398,0.343,0
1,UrbanCare Services,Service,Bhopal,1392,7889,Home Cleaning,working_professional,588.72,632.47,0.05,view,0,0,0.0,2025-04-15 07:30:00,7,1,599,22,12,1,0,4.02,sunny,0,0.42,0.0,0.252,0.292,0
