vendor_id,vendor_name,business_category,city,user_id,product_id,product_name,price,competitor_price,discount,action,quantity,revenue,timestamp,hour,weekday,session_duration,views_count,clicks_count,purchases_count,rating,weather,festival_flag,popularity_score,conversion_rate,demand_score,recommendation_score,peak_time_flag
1,AAGrocery Market,Grocery,Bhopal,351,27071,Cooking Oil,328.36,298.14,0.24,click,0,0.0,2025-12-22 18:31:00,18,0,573,25,7,7,4.38,cold,1,0.568,0.269,0.448,0.462,1
1,AAGrocery Market,Grocery,Bhopal,71,60736,Eggs,206.32,225.5,0.14,view,0,0.0,2025-10-22 11:25:00,11,2,254,10,10,9,4.19,cloudy,1,0.388,0.818,0.56,0.659,0
1,AAGrocery Market,Grocery,Bhopal,2268,10349,Tomatoes,205.33,244.01,0.05,view,0,0.0,2025-08-29 20:59:00,20,4,365,23,14,4,4.86,cloudy,1,0.584,0.167,0.417,0.345,1
1,AAGrocery Market,Grocery,Bhopal,945,90197,Cheese,68.37,61.91,0.17,click,0,0.0,2025-08-18 18:36:00,18,0,127,24,17,5,3.64,rainy,0,0.648,0.2,0.469,0.389,1
1,AAGrocery Market,Grocery,Bhopal,1984,19063,Sugar,173.11,199.68,0.2,click,0,0.0,2025-07-26 01:45:00,1,5,107,7,4,1,3.53,cloudy,0,0.172,0.125,0.153,0.14,0
1,AAGrocery Market,Grocery,Bhopal,1239,30060,Milk,76.72,85.08,0.22,click,0,0.0,2025-04-03 04:11:00,4,3,285,2,0,1,4.44,rainy,1,0.044,0.333,0.16,0.175,0
1,AAGrocery Market,Grocery,Bhopal,421,30060,Milk,405.67,399.43,0.19,click,0,0.0,2025-12-08 19:18:00,19,0,495,15,10,2,3.77,sunny,1,0.384,0.125,0.28,0.314,1
1,AAGrocery Market,Grocery,Bhopal,1957,90197,Cheese,495.44,507.22,0.19,add_to_cart,0,0.0,2025-10-19 18:52:00,18,6,508,3,0,0,4.06,rainy,1,0.048,0.0,0.029,0.027,1
1,AAGrocery Market,Grocery,Bhopal,349,27071,Cooking Oil,466.76,540.29,0.19,view,0,0.0,2025-10-31 01:10:00,1,4,236,25,16,12,4.14,cold,1,0.736,0.462,0.626,0.69,0
1,AAGrocery Market,Grocery,Bhopal,1218,83716,Onions,69.5,81.37,0.21,purchase,3,208.5,2025-02-13 20:36:00,20,3,106,25,6,5,4.26,rainy,1,0.532,0.192,0.396,0.367,1
1,AAGrocery Market,Grocery,Bhopal,2706,60736,Eggs,449.85,457.39,0.23,view,0,0.0,2025-05-07 13:36:00,13,2,570,3,1,0,3.52,cold,1,0.06,0.0,0.036,0.03,0
1,AAGrocery Market,Grocery,Bhopal,2824,90992,Paneer,173.27,205.33,0.14,view,0,0.0,2025-01-24 18:25:00,18,4,242,10,4,3,4.93,sunny,0,0.244,0.273,0.256,0.27,1
1,AAGrocery Market,Grocery,Bhopal,1084,83716,Onions,235.25,232.42,0.17,click,0,0.0,2025-05-25 01:08:00,1,6,440,4,4,1,3.99,rainy,1,0.124,0.2,0.154,0.17,0
1,AAGrocery Market,Grocery,Bhopal,583,60736,Eggs,399.96,454.71,0.12,view,0,0.0,2025-08-12 23:54:00,23,1,587,10,7,1,3.64,cold,1,0.256,0.091,0.19,0.156,0
1,AAGrocery Market,Grocery,Bhopal,2867,29331,Biscuits,283.77,292.98,0.09,purchase,5,1418.85,2025-12-26 13:41:00,13,4,453,3,0,1,4.83,cloudy,1,0.06,0.25,0.136,0.115,0
1,AAGrocery Market,Grocery,Bhopal,106,60736,Eggs,88.64,100.03,0.03,view,0,0.0,2025-01-16 02:33:00,2,3,280,19,1,0,4.43,cold,1,0.316,0.0,0.19,0.158,0
1,AAGrocery Market,Grocery,Bhopal,1140,54109,Rice,356.47,328.6,0.18,purchase,4,1425.88,2025-12-25 01:31:00,1,3,98,16,11,6,4.73,cloudy,1,0.46,0.353,0.417,0.347,0
1,AAGrocery Market,Grocery,Bhopal,2745,90197,Cheese,60.72,72.62,0.09,add_to_cart,0,0.0,2025-08-29 03:44:00,3,4,426,23,15,9,4.06,cold,0,0.656,0.375,0.544,0.612,0
1,AAGrocery Market,Grocery,Bhopal,1863,60736,Eggs,474.68,567.62,0.09,view,0,0.0,2025-08-24 09:37:00,9,6,123,25,12,8,4.63,sunny,1,0.64,0.308,0.507,0.423,0
1,AAGrocery Market,Grocery,Bhopal,1693,81604,Bread,393.03,419.57,0.23,view,0,0.0,2025-09-21 10:33:00,10,6,515,21,14,12,4.14,sunny,0,0.648,0.545,0.607,0.513,0
1,AAGrocery Market,Grocery,Bhopal,1094,75025,Potatoes,256.46,231.69,0.01,view,0,0.0,2025-07-29 17:40:00,17,1,453,23,15,3,4.2,sunny,0,0.584,0.125,0.4,0.339,1
1,AAGrocery Market,Grocery,Bhopal,2908,54109,Rice,76.41,83.65,0.15,view,0,0.0,2025-01-10 22:58:00,22,4,570,14,1,0,4.62,sunny,1,0.236,0.0,0.142,0.168,0
1,AAGrocery Market,Grocery,Bhopal,482,46524,Butter,199.94,197.08,0.06,view,0,0.0,2025-08-01 12:39:00,12,4,526,23,8,6,4.8,cold,1,0.536,0.25,0.422,0.5,0
1,AAGrocery Market,Grocery,Bhopal,999,40917,Apples,25.83,30.76,0.22,click,0,0.0,2025-10-07 07:39:00,7,1,200,20,16,4,3.56,sunny,1,0.56,0.19,0.412,0.417,0
1,AAGrocery Market,Grocery,Bhopal,1700,50525,Tea,496.62,457.95,0.24,purchase,5,2483.1,2025-07-14 13:10:00,13,0,7,10,4,4,4.33,hot,1,0.256,0.364,0.299,0.302,0
1,AAGrocery Market,Grocery,Bhopal,609,40917,Apples,322.11,357.13,0.16,click,0,0.0,2025-09-09 07:28:00,7,1,345,18,17,12,4.18,cold,1,0.636,0.632,0.634,0.655,0
1,AAGrocery Market,Grocery,Bhopal,773,27071,Cooking Oil,452.56,413.47,0.24,click,0,0.0,2025-06-20 01:47:00,1,4,425,2,1,1,3.92,cold,1,0.056,0.333,0.167,0.193,0
1,AAGrocery Market,Grocery,Bhopal,2719,46524,Butter,238.72,259.26,0.05,view,0,0.0,2025-01-27 22:57:00,22,0,134,17,10,1,3.92,cold,0,0.404,0.056,0.265,0.261,0
1,AAGrocery Market,Grocery,Bhopal,2155,40917,Apples,189.61,203.85,0.24,view,0,0.0,2025-04-15 23:17:00,23,1,424,21,4,0,3.62,cold,1,0.384,0.0,0.23,0.275,0
1,AAGrocery Market,Grocery,Bhopal,1387,90992,Paneer,355.12,376.72,0.2,click,0,0.0,2025-02-28 11:36:00,11,4,341,22,17,12,3.96,cloudy,1,0.7,0.522,0.629,0.675,0
1,AAGrocery Market,Grocery,Bhopal,2217,81604,Bread,98.06,115.05,0.24,click,0,0.0,2025-06-20 22:54:00,22,4,299,8,1,1,4.73,sunny,0,0.152,0.111,0.136,0.148,0
1,AAGrocery Market,Grocery,Bhopal,1818,54109,Rice,314.44,322.45,0.22,click,0,0.0,2025-01-22 01:53:00,1,2,52,11,0,1,4.9,cloudy,1,0.188,0.083,0.146,0.119,0
1,AAGrocery Market,Grocery,Bhopal,1765,46524,Butter,32.66,33.08,0.25,view,0,0.0,2025-10-28 01:07:00,1,1,584,22,5,1,4.72,rainy,0,0.424,0.043,0.272,0.234,0
1,AAGrocery Market,Grocery,Bhopal,2497,29331,Biscuits,305.18,309.53,0.21,click,0,0.0,2025-06-25 08:48:00,8,2,514,19,4,1,4.95,cold,1,0.364,0.05,0.238,0.27,0
1,AAGrocery Market,Grocery,Bhopal,1883,19063,Sugar,244.97,250.96,0.01,click,0,0.0,2025-12-05 18:53:00,18,4,299,22,17,5,3.91,sunny,1,0.616,0.217,0.456,0.523,1
1,AAGrocery Market,Grocery,Bhopal,1416,83716,Onions,410.19,492.19,0.14,view,0,0.0,2025-11-05 23:20:00,23,2,261,15,9,3,4.99,cold,1,0.384,0.188,0.306,0.339,0
1,AAGrocery Market,Grocery,Bhopal,437,27071,Cooking Oil,473.49,546.83,0.11,view,0,0.0,2025-09-19 09:15:00,9,4,593,10,4,0,3.87,cold,1,0.208,0.0,0.125,0.106,0
1,AAGrocery Market,Grocery,Bhopal,34,83716,Onions,477.94,517.06,0.17,add_to_cart,0,0.0,2025-02-05 17:06:00,17,2,513,10,3,2,3.84,rainy,0,0.22,0.182,0.205,0.215,1
1,AAGrocery Market,Grocery,Bhopal,2544,19063,Sugar,191.92,179.27,0.13,click,0,0.0,2025-04-10 14:23:00,14,3,104,21,20,1,4.51,cloudy,1,0.588,0.045,0.371,0.411,0
1,AAGrocery Market,Grocery,Bhopal,137,83716,Onions,269.68,311.66,0.14,view,0,0.0,2025-04-06 16:35:00,16,6,97,10,5,5,4.33,cold,0,0.28,0.455,0.35,0.403,0
1,AAGrocery Market,Grocery,Bhopal,823,46524,Butter,213.67,200.89,0.19,add_to_cart,0,0.0,2025-09-24 09:49:00,9,2,548,17,8,2,3.54,cloudy,1,0.392,0.111,0.28,0.293,0
1,AAGrocery Market,Grocery,Bhopal,1209,50525,Tea,357.96,345.03,0.0,add_to_cart,0,0.0,2025-12-08 00:41:00,0,0,82,5,1,1,3.7,hot,1,0.104,0.167,0.129,0.121,0
1,AAGrocery Market,Grocery,Bhopal,370,29331,Biscuits,303.16,308.52,0.23,view,0,0.0,2025-03-31 23:52:00,23,0,470,12,10,10,4.16,cloudy,1,0.432,0.769,0.567,0.533,0
1,AAGrocery Market,Grocery,Bhopal,2616,42695,Coffee,266.71,302.74,0.16,view,0,0.0,2025-06-20 06:20:00,6,4,487,1,1,0,4.09,sunny,1,0.028,0.0,0.017,0.019,0
1,AAGrocery Market,Grocery,Bhopal,2872,65721,Salt,475.77,449.18,0.12,click,0,0.0,2025-03-26 23:03:00,23,2,148,2,0,1,4.89,cold,0,0.044,0.333,0.16,0.145,0
1,AAGrocery Market,Grocery,Bhopal,399,27071,Cooking Oil,240.39,287.03,0.08,add_to_cart,0,0.0,2025-04-09 18:54:00,18,2,402,15,11,10,4.24,hot,1,0.492,0.625,0.545,0.574,1
1,AAGrocery Market,Grocery,Bhopal,2406,46524,Butter,135.27,124.82,0.03,add_to_cart,0,0.0,2025-03-14 02:31:00,2,4,506,20,13,4,3.69,sunny,1,0.524,0.19,0.39,0.336,0
1,AAGrocery Market,Grocery,Bhopal,890,40917,Apples,86.64,94.63,0.09,view,0,0.0,2025-06-21 22:22:00,22,5,376,4,2,2,3.77,cloudy,0,0.112,0.4,0.227,0.263,0
1,AAGrocery Market,Grocery,Bhopal,1631,19063,Sugar,247.5,272.32,0.05,view,0,0.0,2025-03-30 22:53:00,22,6,470,3,1,0,3.76,sunny,1,0.06,0.0,0.036,0.029,0
1,AAGrocery Market,Grocery,Bhopal,998,46524,Butter,101.09,99.43,0.02,add_to_cart,0,0.0,2025-05-30 10:13:00,10,4,75,25,17,6,3.77,hot,0,0.676,0.231,0.498,0.422,0
1,AAGrocery Market,Grocery,Bhopal,955,50525,Tea,241.17,231.98,0.13,add_to_cart,0,0.0,2025-01-03 01:33:00,1,4,288,5,1,1,4.05,rainy,0,0.104,0.167,0.129,0.139,0
1,AAGrocery Market,Grocery,Bhopal,2708,30060,Milk,38.87,44.3,0.02,view,0,0.0,2025-09-18 20:44:00,20,3,248,19,10,0,4.44,rainy,1,0.424,0.0,0.254,0.292,1
1,AAGrocery Market,Grocery,Bhopal,215,46524,Butter,462.02,424.28,0.2,click,0,0.0,2025-03-24 18:09:00,18,0,70,16,14,12,3.92,cloudy,0,0.568,0.706,0.623,0.685,1
1,AAGrocery Market,Grocery,Bhopal,1852,10349,Tomatoes,108.57,104.53,0.12,view,0,0.0,2025-02-01 13:51:00,13,5,538,10,7,0,4.06,sunny,1,0.244,0.0,0.146,0.153,0
1,AAGrocery Market,Grocery,Bhopal,1646,20285,Chocolate,197.08,204.72,0.01,click,0,0.0,2025-12-24 00:04:00,0,2,459,3,0,1,4.62,hot,0,0.06,0.25,0.136,0.123,0
1,AAGrocery Market,Grocery,Bhopal,270,46524,Butter,362.41,423.5,0.13,view,0,0.0,2025-08-25 19:01:00,19,0,395,20,16,9,4.27,cold,1,0.62,0.429,0.544,0.459,1
1,AAGrocery Market,Grocery,Bhopal,407,90197,Cheese,234.76,248.8,0.07,add_to_cart,0,0.0,2025-06-06 13:48:00,13,4,445,15,7,6,3.86,cloudy,1,0.396,0.375,0.388,0.369,0
